0,Digital_signature
1,Graph_theory
2,Least_squares
3,Discrete_mathematics
4,Neural_network
5,Queue_(data_structure)
6,Undecidable_problem
7,Mathematical_induction
8,Concurrency_control
9,Computer_simulation
10,Finite-state_machine
11,Correlation_and_dependence
12,Python_(programming_language)
13,Computing
14,Message_Passing_Interface
15,Probability
16,Mathematical_model
17,Statistical_hypothesis_testing
18,Control_flow
19,Regular_expression
20,Data
21,Scheduling_(computing)
22,Debugging
23,Synchronization
24,Iterative_method
25,Halting_problem
26,Communications_protocol
27,Prolog
28,Internet
29,Rendering_(computer_graphics)
30,Computer_multitasking
31,Randomization
32,Public-key_cryptography
33,Design_pattern_(computer_science)
34,List_of_undecidable_problems
35,Speech_recognition
36,Computer_network
37,Microprocessor
38,Arithmetic
39,Semidefinite_programming
40,Signal_processing
41,Abstraction_(computer_science)
42,Modular_arithmetic
43,Differential_equation
44,Query_language
45,Performance_tuning
46,Bioinformatics
47,Graphics
48,User_interface_design
49,Compiler
50,Computer
51,NP_(complexity)
52,Integer
53,Conditional_probability
54,String_(computer_science)
55,Stochastic_process
56,Graphics_processing_unit
57,ML_(programming_language)
58,Computational_complexity_theory
59,Message_passing
60,Abstract_data_type
61,Stack_(data_structure)
62,OSI_model
63,Variable_(computer_science)
64,Unsupervised_learning
65,Database_transaction
66,P_versus_NP_problem
67,Programming_language
68,Unix
69,Network_security
70,3D_modeling
71,Database_management_system
72,Dynamic_memory_allocation
73,Mathematics
74,Support_vector_machine
75,Computational_science
76,Feature_extraction
77,Web_browser
78,Database_system
79,Scope_(computer_science)
80,Robotics
81,Personal_computer
82,Authentication
83,Robot
84,First-order_logic
85,Estimation_theory
86,Pattern_recognition
87,Multi-core_processor
88,Markov_chain
89,Parametric_polymorphism
90,3D_computer_graphics
91,Computer_security
92,Uncertainty
93,Superscalar
94,Linked_list
95,Graph_coloring
96,Programmer
97,Formal_verification
98,Interface_(computing)
99,Parsing
100,Quantum_cryptography
101,Garbage_collection_(computer_science)
102,Firewall_(computing)
103,Object-oriented_programming
104,Quantum_computer
105,Generic_programming
106,Large_deviations_theory
107,Round-off_error
108,Fourier_analysis
109,Cryptographic_hash_function
110,Image
111,Visualization_(computer_graphics)
112,Haskell_(programming_language)
113,Hidden_Markov_model
114,Complexity_class
115,Spanning_tree
116,Assembly_language
117,Vulnerability_(computing)
118,Database_design
119,Distributed_algorithms
120,Approximation_algorithm
121,Algebra
122,Application_software
123,Human-computer_interaction
124,Geometry
125,Internet_Protocol_Suite
126,Database_normalization
127,MATLAB
128,Mutual_exclusion
129,Kernel_(computing)
130,Computation
131,Software_development
132,Part-of-speech_tagging
133,Programming_paradigm
134,Combinatorics
135,Linear_algebra
136,Computational_chemistry
137,Scientific_modelling
138,Structured_programming
139,Knowledge_representation_and_reasoning
140,Shared_memory
141,Virtual_reality
142,Natural_language_processing
143,Computer_graphics
144,Encryption
145,Formal_methods
146,Data_mining
147,Query_optimization
148,Type_system
149,Sufficient_statistic
150,Operating_system
151,Expert_system
152,Motion_planning
153,Perl
154,Inequality_(mathematics)
155,Automated_theorem_proving
156,Social_network
157,Symbol_table
158,Machine_learning
159,Pushdown_automaton
160,Lock_(computer_science)
161,Lazy_evaluation
162,Algorithm
163,HTML
164,System_programming
165,Data_warehouse
166,Multiplication
167,Relational_database_management_system
168,Instruction_set
169,Central_processing_unit
170,Computer_programming
171,Bayesian_network
172,Memory_hierarchy
173,Program_analysis
174,Imperative_programming
175,Interactivity
176,Application_programming_interface
177,Prediction
178,Vector_processor
179,Dynamic_programming
180,Poisson_distribution
181,Time_complexity
182,C_(programming_language)
183,"Best,_worst_and_average_case"
184,Linear_programming
185,Data_type
186,Computational_problem
187,System_call
188,Sparse_matrix
189,Communication
190,Graphical_user_interface
191,Computer_science
192,Packet_switching
193,Array_data_structure
194,Fast_Fourier_transform
195,Digital_electronics
196,Amortized_analysis
197,Computational_geometry
198,Introduction_to_Algorithms
199,Partial_differential_equation
200,User_interface
201,Information_theory
202,Asymptotic_analysis
203,Propositional_calculus
204,Statistical_inference
205,Monad_(functional_programming)
206,Semantics_of_programming_languages
207,Recursively_enumerable_set
208,Peer-to-peer
209,Atomicity_(database_systems)
210,Lexical_analysis
211,Lisp_(programming_language)
212,Arithmetic_logic_unit
213,Syntax
214,Concurrent_computing
215,Interpolation
216,Wavelet
217,Scripting_language
218,Polynomial
219,Suffix_tree
220,Cryptanalysis
221,Profiling_(computer_programming)
222,Deadlock
223,Programming_style
224,Complexity
225,Machine_translation
226,Bayesian_probability
227,Object_(computer_science)
228,Coding_theory
229,Data_analysis
230,Thread_(computer_science)
231,Telecommunications_network
232,Continuous_function
233,Recursion
234,Ray_tracing_(graphics)
235,Computer_vision
236,Transaction_processing
237,Database
238,Web_server
239,Calculus
240,Flow_network
241,PSPACE
242,Theoretical_computer_science
243,Polymorphism_(computer_science)
244,Finite_element_method
245,Mathematical_optimization
246,Distributed_computing
247,Recursion_(computer_science)
248,Procedural_programming
249,Martingale_(probability_theory)
250,Random_walk
251,Automated_planning_and_scheduling
252,Random_variable
253,Cache_coherence
254,JavaScript
255,Expected_value
256,Stochastic
257,Economics
258,Algorithm_design
259,Ordinary_differential_equation
260,Inter-process_communication
261,Web_search_engine
262,Entropy
263,Lexical_semantics
264,C++
265,Predicate_logic
266,Information_assurance
267,Reinforcement_learning
268,Model_of_computation
269,Statistics
270,Concurrency_(computer_science)
271,Probability_theory
272,Problem_solving
273,Theory_of_computation
274,Pattern_matching
275,Routing
276,Formal_language
277,Reason
278,Approximation
279,Data_(computing)
280,Software_testing
281,Volume_rendering
282,Security
283,Randomness
284,Decision_theory
285,Finite_difference
286,B-tree
287,Monte_Carlo_method
288,Input/output
289,Logic
290,Server_(computing)
291,Eigenvalues_and_eigenvectors
292,Numerical_analysis
293,Kinematics
294,Exponential_family
295,MapReduce
296,Computational_learning_theory
297,Question_answering
298,PageRank
299,Autonomous_robot
300,Random_graph
301,Automata_theory
302,Computer_animation
303,Very_long_instruction_word
304,Big_data
305,Program_optimization
306,Scalability
307,NP-completeness
308,Turing_machine
309,Tensor
310,Cryptography
311,Inheritance_(object-oriented_programming)
312,Cloud_computing
313,Geometric_modeling
314,Newton's_method
315,Inference
316,Higher-order_function
317,Congestion_control
318,Number_theory
319,Image_processing
320,Computer_software
321,Mechanical_engineering
322,Run_time_(program_lifecycle_phase)
323,Recommender_system
324,Context-free_language
325,Relational_database
326,Quantum_mechanics
327,Wireless_sensor_network
328,Web_service
329,Calculus_of_variations
330,Memory_management
331,Interaction_design
332,Natural_language
333,Image_analysis
334,Mobile_device
335,Analysis_of_algorithms
336,Parallel_algorithm
337,Software_framework
338,Gradient_descent
339,Data_structure
340,Automatic_programming
341,SQL
342,Functional_programming
343,Embedded_system
344,Foundations_of_mathematics
345,Logic_programming
346,Semantics
347,Graph_(mathematics)
348,Scientific_visualization
349,CPU_cache
350,Java_(programming_language)
351,Computability
352,Randomized_algorithm
353,Denotational_semantics
354,Mathematical_proof
355,Markov_process
356,Fixed_point_(mathematics)
357,Cluster_analysis
358,Information_security
359,Graphical_model
360,Design_of_experiments
361,Motion_capture
362,Relational_algebra
363,Matrix_(mathematics)
364,Hidden_line_removal
365,Hash_table
366,Microcode
367,Relational_model
368,Malware
369,Boundary_value_problem
370,Floating_point
371,Linear_system
372,Game_theory
373,Context-free_grammar
374,Parallel_computing
375,Model_checking
376,High-level_programming_language
377,Processor_register
378,String_searching_algorithm
379,Divide_and_conquer_algorithm
380,Software_engineering
381,Computer_architecture
382,Index_(database)
383,Modular_programming
384,Finite_set
385,Virtual_memory
386,Formal_grammar
387,Genetic_algorithm
388,Traffic_analysis
389,Symmetric_multiprocessing
390,World_Wide_Web
391,Compiler_optimization
392,Sequence_alignment
393,Shading
394,Sentiment_analysis
395,File_system
396,Pipeline_(computing)
397,Kalman_filter
398,Nonlinear_system
399,Software_design
400,Document_classification
401,Regular_language
402,Artificial_intelligence
403,Shortest_path_problem
