0,1
1,10
2,11
3,12
4,124
5,125
6,126
7,128
8,129
9,13
10,130
11,131
12,132
13,133
14,134
15,135
16,136
17,137
18,138
19,139
20,14
21,140
22,141
23,142
24,143
25,144
26,145
27,146
28,147
29,148
30,149
31,15
32,150
33,151
34,152
35,153
36,154
37,155
38,156
39,157
40,158
41,159
42,16
43,160
44,161
45,162
46,163
47,164
48,165
49,166
50,17
51,18
52,19
53,2
54,20
55,21
56,22
57,23
58,24
59,25
60,257
61,258
62,259
63,26
64,260
65,261
66,262
67,263
68,264
69,265
70,266
71,267
72,268
73,269
74,27
75,270
76,271
77,272
78,273
79,274
80,275
81,276
82,277
83,278
84,279
85,28
86,280
87,29
88,3
89,30
90,31
91,319
92,32
93,320
94,321
95,322
96,323
97,324
98,325
99,326
100,327
101,328
102,329
103,33
104,330
105,331
106,332
107,333
108,334
109,335
110,336
111,337
112,338
113,339
114,34
115,340
116,343
117,347
118,348
119,35
120,36
121,37
122,376
123,377
124,378
125,379
126,38
127,380
128,381
129,382
130,383
131,384
132,385
133,386
134,387
135,388
136,389
137,39
138,390
139,391
140,392
141,393
142,394
143,395
144,396
145,397
146,398
147,399
148,4
149,40
150,400
151,401
152,402
153,403
154,404
155,405
156,406
157,407
158,458
159,459
160,460
161,461
162,462
163,463
164,464
165,465
166,466
167,467
168,468
169,469
170,470
171,471
172,472
173,473
174,474
175,475
176,476
177,477
178,478
179,479
180,480
181,481
182,482
183,483
184,484
185,485
186,486
187,487
188,488
189,489
190,490
191,491
192,492
193,493
194,494
195,495
196,496
197,497
198,498
199,499
200,5
201,500
202,501
203,502
204,503
205,504
206,505
207,506
208,507
209,508
210,509
211,511
212,512
213,513
214,514
215,515
216,516
217,517
218,518
219,519
220,520
221,521
222,522
223,523
224,524
225,525
226,526
227,527
228,528
229,529
230,530
231,531
232,532
233,533
234,534
235,59
236,6
237,60
238,61
239,62
240,63
241,64
242,65
243,66
244,67
245,68
246,69
247,7
248,70
249,71
250,72
251,73
252,74
253,75
254,76
255,77
256,78
257,79
258,8
259,80
260,81
261,82
262,83
263,84
264,85
265,86
266,87
267,88
268,89
269,9
270,90
271,91
272,92
273,93
274,94
275,95
276,96
